CustomerID,Age,Gender,AnnualIncome,Education,Region,PurchaseFrequency,AvgOrderValue,WebVisitsPerMonth,DiscountUsagePct,RecencyDays,SpendingScore
C0344,41,Male,62900.0,Bachelor,North,15,41.24,10.0,0.0,67,42.5
C0345,54,Male,67900.0,Bachelor,North,7,37.02,6.0,45.8,78,30.1
C0346,18,Male,73000.0,Bachelor,East,5,48.47,6.0,43.3,76,91.9
C0347,29,Male,134900.0,Master,West,8,77.72,9.0,29.7,49,55.6
C0348,42,Male,108700.0,Bachelor,North,16,73.22,13.0,26.6,17,70.6
C0349,19,Male,38600.0,Master,West,1,26.79,8.0,14.7,40,55.8
C0350,52,Female,86300.0,Bachelor,East,9,39.01,4.0,22.4,66,45.1
C0351,40,Male,57000.0,High School,North,10,23.55,6.0,46.5,70,46.8
C0352,45,Female,54200.0,Master,North,13,38.24,10.0,26.6,48,73.0
C0353,30,Male,85000.0,Master,South,4,42.87,8.0,18.2,102,21.3
C0354,45,Male,65700.0,Bachelor,North,5,41.32,7.0,3.9,97,60.3
C0355,48,Male,71100.0,Bachelor,North,18,52.25,15.0,41.6,12,98.8
C0356,39,Female,65300.0,Bachelor,South,9,46.33,4.0,24.2,60,50.7
C0357,39,Female,72400.0,Bachelor,West,9,45.85,12.0,3.9,67,38.8
C0358,39,Female,70600.0,Master,West,5,39.32,6.0,27.2,31,23.3
C0359,27,Male,18000.0,Bachelor,East,2,19.71,6.0,27.8,1,31.4
C0360,34,Male,79700.0,High School,South,12,48.41,11.0,23.4,35,67.2
C0361,34,Female,43400.0,High School,South,8,23.22,1.0,27.5,77,44.6
C0362,40,Male,18800.0,High School,East,7,19.02,6.0,35.3,40,56.6
C0363,47,Male,58500.0,Bachelor,North,4,22.75,3.0,51.6,18,5.0
C0364,24,Male,66800.0,Bachelor,East,5,32.69,9.0,25.9,66,66.7
C0365,35,Male,59500.0,Master,West,9,40.61,13.0,37.7,28,69.5
C0366,52,Male,116000.0,Bachelor,West,13,81.09,14.0,20.7,19,82.5
C0367,28,Male,35500.0,Bachelor,North,6,28.95,9.0,61.5,67,28.9
C0368,27,Female,56000.0,Bachelor,South,12,50.68,10.0,18.2,38,86.1
C0369,38,Female,52100.0,Bachelor,South,9,42.12,9.0,14.2,74,70.0
C0370,45,Male,64000.0,Bachelor,East,9,54.95,9.0,12.7,59,62.9
C0371,36,Male,60900.0,Bachelor,North,5,25.37,14.0,35.5,34,20.4
C0372,51,Female,42800.0,PhD,West,8,30.28,3.0,4.4,66,70.3
C0373,45,Male,105600.0,PhD,West,19,78.57,20.0,28.5,20,90.8
C0374,45,Female,101400.0,Master,South,11,59.98,16.0,2.1,39,54.8
C0375,42,Male,18000.0,Master,South,5,10.43,8.0,46.1,48,42.5
C0376,62,Female,54200.0,Bachelor,South,14,52.15,16.0,8.8,38,94.5
C0377,34,Female,64700.0,Bachelor,North,12,43.43,14.0,20.4,28,68.3
C0378,18,Male,60100.0,Bachelor,West,9,38.74,9.0,32.3,22,69.1
C0379,54,Female,62700.0,Master,West,13,35.83,6.0,52.6,50,53.5
C0380,31,Female,64400.0,High School,South,11,52.48,11.0,12.1,1,83.9
C0381,37,Female,70000.0,High School,East,7,53.38,4.0,23.2,95,80.5
C0382,50,Male,77800.0,High School,South,1,44.57,9.0,37.7,24,5.0
C0383,18,Male,40600.0,Bachelor,North,9,27.65,9.0,14.6,86,45.0
C0384,22,Male,39200.0,Master,South,6,25.98,9.0,16.4,81,41.2
C0385,18,Female,40900.0,High School,North,8,34.72,5.0,34.9,56,24.1
C0386,27,Male,71400.0,Bachelor,West,11,55.24,13.0,19.1,5,63.6
C0387,41,Male,78700.0,Bachelor,East,6,55.14,5.0,73.0,58,73.5
C0388,42,Female,55500.0,Master,West,11,23.51,6.0,30.0,75,36.8
C0389,39,Male,18000.0,High School,North,18,19.01,13.0,12.9,14,66.1
C0390,20,Female,27500.0,High School,East,8,13.28,8.0,20.6,62,32.6
C0391,18,Male,42300.0,Bachelor,East,2,25.36,8.0,32.9,50,23.5
C0392,37,Female,52700.0,Bachelor,East,13,41.93,16.0,34.6,39,86.1
C0393,31,Male,56000.0,Master,West,6,45.35,3.0,5.3,32,34.7
C0394,41,Male,65800.0,Bachelor,South,7,33.19,9.0,8.9,89,57.0
C0395,44,Female,58100.0,PhD,North,14,25.32,8.0,17.9,36,28.1
C0396,38,Male,113000.0,Bachelor,North,11,81.03,14.0,33.2,20,100.0
C0397,44,Male,50100.0,Bachelor,South,11,46.02,14.0,39.8,4,78.3
C0398,39,Male,83200.0,PhD,North,15,37.97,13.0,41.6,38,73.0
C0399,42,Female,59100.0,High School,North,3,28.0,,52.0,39,53.1
C0400,28,Male,31200.0,Master,North,11,20.4,13.0,24.0,56,32.2
C0401,34,Male,73600.0,High School,South,15,65.39,21.0,34.5,15,89.8
C0402,38,Male,67300.0,Bachelor,North,10,59.24,14.0,11.3,79,61.8
C0403,45,Male,47900.0,High School,South,6,26.83,6.0,23.1,30,31.8
C0404,32,Female,87700.0,Bachelor,East,6,45.95,8.0,61.3,17,29.2
C0405,42,Male,51300.0,Master,South,11,31.02,12.0,12.9,6,54.2
C0406,33,Female,110300.0,High School,North,8,73.13,17.0,24.2,51,74.2
C0407,35,Female,42400.0,High School,East,3,40.37,13.0,48.7,45,41.6
C0408,45,Female,66700.0,Bachelor,North,11,57.01,11.0,28.0,43,71.5
C0409,18,Female,56200.0,Bachelor,East,8,35.87,,50.7,34,42.1
C0410,22,Male,70800.0,Bachelor,South,8,45.05,11.0,35.0,45,75.0
C0411,20,Female,39600.0,PhD,South,3,27.11,11.0,36.9,15,36.3
C0412,18,Female,100500.0,High School,North,15,83.94,10.0,19.7,22,100.0
C0413,29,Female,77200.0,Bachelor,South,9,38.04,14.0,26.3,28,23.0
C0414,44,Male,94500.0,Bachelor,North,16,53.23,18.0,17.8,48,92.0
C0415,33,Male,86700.0,Bachelor,East,7,57.24,6.0,22.6,70,81.4
C0416,38,Female,90500.0,Bachelor,North,15,51.54,11.0,56.4,15,49.5
C0417,48,Male,96600.0,Master,East,15,54.09,9.0,27.2,26,91.7
C0418,51,Female,98200.0,Bachelor,South,17,71.43,12.0,30.4,1,100.0
C0419,35,Male,95000.0,Master,East,3,63.49,5.0,16.5,49,67.1
C0420,51,Female,23600.0,Bachelor,East,7,37.56,6.0,37.2,79,55.2
C0421,37,Male,39100.0,Bachelor,East,5,17.38,12.0,47.6,23,35.6
C0422,27,Male,24700.0,Master,West,5,24.26,11.0,47.2,25,31.6
C0423,29,Male,59100.0,Master,East,8,45.45,11.0,45.6,45,47.3
C0424,20,Female,52400.0,Master,West,10,46.14,9.0,37.4,96,74.7
C0425,26,Female,49900.0,Bachelor,South,6,27.33,6.0,51.1,40,46.8
C0426,32,Female,131500.0,PhD,West,13,65.18,12.0,28.4,60,51.4
C0427,45,Female,61300.0,Master,South,11,45.58,9.0,23.6,29,68.2
C0428,55,Female,91000.0,Master,East,10,64.5,15.0,35.7,25,90.1
C0429,21,Female,59900.0,Master,South,11,38.56,6.0,14.2,78,61.0
C0430,40,Female,66700.0,PhD,West,11,55.69,2.0,16.4,46,65.4
C0431,25,Female,47900.0,Bachelor,South,5,29.25,8.0,46.5,47,41.1
C0432,41,Female,74900.0,Master,East,13,27.28,7.0,4.1,50,26.0
C0433,35,Male,79000.0,Master,North,6,40.19,11.0,41.6,19,23.4
C0434,18,Female,135800.0,Master,East,14,76.16,16.0,13.4,21,44.3
C0435,46,Male,71800.0,Master,North,10,51.65,11.0,19.3,9,66.5
C0436,29,Male,63000.0,High School,South,7,41.29,8.0,27.6,22,41.3
C0437,30,Female,62400.0,Bachelor,North,10,58.22,20.0,25.5,54,77.5
C0438,24,Female,86800.0,Bachelor,South,17,37.35,12.0,20.9,44,22.7
C0439,29,Male,85700.0,Master,South,12,46.45,10.0,24.2,10,41.9
C0440,41,Male,68100.0,Master,South,6,56.93,12.0,38.5,22,60.5
C0441,34,Female,69700.0,Master,South,9,30.09,12.0,19.6,1,48.8
C0442,40,Male,84500.0,Master,North,17,57.33,14.0,15.7,39,77.2
C0443,40,Male,75800.0,Bachelor,East,5,53.13,11.0,38.0,23,40.3
C0444,51,Female,114800.0,High School,West,11,87.18,13.0,0.0,1,100.0
C0445,32,Female,99900.0,Bachelor,South,12,68.99,7.0,22.5,27,75.8
C0446,20,Female,73900.0,Master,North,17,60.53,25.0,19.4,32,88.5
C0447,48,Female,72400.0,Bachelor,North,12,51.52,11.0,30.0,41,100.0
C0448,32,Male,18000.0,Master,East,5,30.74,10.0,17.5,29,68.5
C0449,48,Male,,PhD,West,5,27.74,10.0,26.5,23,36.7
C0450,40,Female,25800.0,Bachelor,West,10,21.82,9.0,23.8,60,72.3
C0451,35,Female,27100.0,Master,South,14,31.04,12.0,37.8,19,64.1
C0452,40,Male,74900.0,Bachelor,South,17,50.61,14.0,29.0,39,80.0
C0453,57,Male,75500.0,Bachelor,North,8,47.2,4.0,10.8,76,45.7
C0454,59,Male,27500.0,Bachelor,North,7,23.35,8.0,30.3,42,31.4
C0455,37,Male,49300.0,Bachelor,West,13,57.86,8.0,35.6,1,92.0
C0456,38,Male,95200.0,High School,South,13,60.55,10.0,10.6,11,57.1
C0457,48,Male,54400.0,Bachelor,South,9,45.79,11.0,24.1,5,100.0
C0458,27,Female,114300.0,High School,South,14,71.06,12.0,24.9,15,57.4
C0459,40,Male,65000.0,Bachelor,South,5,47.43,11.0,20.4,43,94.9
C0460,36,Female,68100.0,Bachelor,West,8,48.24,10.0,67.8,19,43.7
C0461,39,Female,100600.0,Bachelor,West,14,64.94,15.0,20.0,40,75.1
C0462,27,Female,67900.0,Master,East,4,41.69,9.0,30.4,111,32.1
C0463,19,Female,35900.0,Bachelor,South,2,10.0,11.0,30.9,30,14.8
C0464,18,Male,62600.0,High School,East,9,30.1,11.0,31.3,39,69.6
C0465,24,Male,64200.0,PhD,South,13,34.71,12.0,35.4,96,64.1
C0466,31,Female,35000.0,Master,East,9,44.38,14.0,17.9,22,65.0
C0467,33,Male,59400.0,Master,North,4,25.81,2.0,24.3,65,27.4
C0468,57,Male,48700.0,Master,East,12,34.4,13.0,14.3,58,28.6
C0469,48,Male,117500.0,High School,North,13,61.66,8.0,11.3,2,51.1
C0470,25,Female,,Master,East,6,32.95,9.0,37.4,63,19.0
C0471,40,Male,58800.0,High School,East,8,41.07,9.0,18.4,7,58.7
C0472,32,Female,62700.0,Bachelor,North,12,60.17,7.0,0.0,41,80.7
C0473,33,Male,69900.0,High School,East,6,48.61,11.0,46.2,99,50.9
C0474,38,Female,78600.0,Master,North,8,40.06,3.0,15.4,56,6.6
C0475,43,Male,43000.0,Bachelor,South,11,40.92,15.0,22.0,33,49.2
C0476,32,Female,51100.0,Bachelor,North,19,34.33,12.0,44.7,9,62.2
C0477,48,Female,80600.0,High School,East,7,62.58,9.0,34.6,40,73.9
C0478,23,Male,55900.0,Master,East,9,35.95,9.0,23.0,51,16.9
C0479,36,Male,33800.0,Bachelor,South,13,35.53,11.0,10.3,26,55.7
C0480,65,Female,74800.0,Bachelor,West,6,53.82,1.0,5.4,74,83.7
C0481,38,Female,75200.0,Bachelor,East,14,48.28,12.0,23.0,38,68.6
C0482,52,Male,31300.0,Master,East,6,22.97,6.0,29.4,89,59.3
C0483,37,Male,105700.0,Bachelor,North,7,61.77,10.0,28.7,31,77.4
C0484,42,Male,123200.0,PhD,East,16,70.29,5.0,19.2,19,82.8
C0485,35,Male,56600.0,Bachelor,East,7,39.8,11.0,37.0,39,46.0
C0486,34,Male,105400.0,High School,West,11,62.43,14.0,3.0,33,64.4
C0487,27,Male,73800.0,Bachelor,East,14,58.48,16.0,30.5,8,87.6
C0488,41,Male,72300.0,High School,North,10,42.82,4.0,26.9,60,26.2
C0489,27,Female,58300.0,Bachelor,East,11,33.53,2.0,48.7,87,57.7
C0490,43,Female,37600.0,Bachelor,North,6,21.28,6.0,40.1,51,47.3
C0491,48,Female,84200.0,Master,South,9,44.2,5.0,13.7,79,30.2
C0492,40,Female,97500.0,Bachelor,West,8,51.75,7.0,24.4,39,51.3
C0493,33,Female,132300.0,Bachelor,West,14,72.4,12.0,21.1,8,73.8
C0494,41,Male,93900.0,Bachelor,West,5,62.55,14.0,30.2,63,31.9
C0495,33,Female,62600.0,High School,South,9,29.29,9.0,25.3,85,46.3
C0496,46,Male,72800.0,High School,East,8,54.73,2.0,9.9,61,30.0
C0497,18,Female,66100.0,Bachelor,East,5,45.53,7.0,26.5,10,53.8
C0498,32,Female,53500.0,High School,North,2,36.05,11.0,52.0,10,19.4
C0499,18,Female,67900.0,High School,West,8,52.74,4.0,41.6,50,63.2
C0500,20,Male,69100.0,PhD,West,5,39.32,12.0,41.8,1,14.4
